title,Cl/Cd_Re50K_N9,Cl/Cd_Re50K_N5,Cl/Cd_Re100K_N9,Cl/Cd_Re100K_N5,Cl/Cd_Re200K_N9,Cl/Cd_Re200K_N5,Cl/Cd_Re500K_N9,Cl/Cd_Re500K_N5,Cl/Cd_Re1000K_N9,Cl/Cd_Re1000K_N5,max_thickness,max_camber
EPPLER 332 AIRFOIL (e332-il),17.4,27.7,40.7,47.1,64.3,67.2,95.6,86,107.9,101.8,11.5%,3.1%
EPPLER 331 AIRFOIL (e331-il),17.4,27.1,40.3,46.3,63,64.9,91.1,79.2,99.1,93.5,11.2%,2.7%
EPPLER 330 AIRFOIL (e330-il),17.2,26.9,40.6,44.9,60.6,61.5,85.1,71.9,89.6,84.8,11%,2.1%
EPPLER 329 AIRFOIL (e329-il),17.3,27.6,37,47.1,63.8,66.6,94.7,91.1,116.9,110.8,13.5%,3.5%
EPPLER 328 AIRFOIL (e328-il),17.6,27.5,37.7,46.6,63.5,63.6,88.9,86.7,111.1,105.1,13.3%,3%
EPPLER 327 AIRFOIL (e327-il),17.8,27.3,38.8,46,62.6,59.6,83.1,81.3,104.3,98.3,13.1%,2.6%
EPPLER 326 AIRFOIL (e326-il),17.7,26.9,39.4,44.9,60.9,55.5,76.5,75.4,96.4,90.7,12.9%,2.1%
EPPLER 325 AIRFOIL (e325-il),17.2,26.5,39.2,42.6,58.3,51.1,69.6,69.2,88.2,82.6,12.6%,1.8%
EPPLER 297 AIRFOIL (e297-il),29.3,28.8,43.1,34.9,46.9,39.6,56,51.1,61.5,60.4,11.4%,0%
EPPLER 266 AIRFOIL (e266-il),13.9,13.4,26,23.5,61.9,59.6,100.4,100,131.4,124.9,17.3%,3.1%
E231 (e231-il),32.6,30.5,53,51.1,77.9,68.5,93.4,76.1,102.3,85.6,12.3%,2.5%
E230  (9.96%) (e230-il),23,24.4,32.6,32.2,41.6,38.7,50.4,49.7,57.7,58,10%,0%
E10(08%) (e228-il),27,28.5,39.5,38.7,51.6,48.2,66.2,61.2,75.6,71.6,10.1%,0.3%
E226  (10.19%) (e226-il),30.4,32.2,45.3,44.2,59.6,55.3,77.1,67.3,86.8,73.4,10.2%,0.5%
E224  (10.17%) (e224-il),33.7,35.8,51.2,50.2,68.2,63.4,89.2,79.1,102.9,88.9,10.2%,1.5%
E222  (10.17%) (e222-il),36.5,38.8,56.5,55.8,76.6,71.3,101.7,89.8,118.2,99.9,10.2%,2.1%
E221  (9.39%) (e221-il),29.4,33.7,47,48.2,64.6,62.2,86.7,79.2,100.9,90.1,9.4%,1.6%
E220  (11.48%) (e220-il),31.8,31,52.8,52.2,76,72.5,105.7,94.2,123.9,97.4,11.5%,2.2%
E216  (10.4%) (e216-il),40.7,43,68.5,68.5,99.2,94,136.8,115.8,155.1,127.4,10.4%,4.7%
E214  (11.1%) (e214-il),37.9,39.8,61.9,63.2,87.6,84.9,121.6,111.3,145.9,122.2,11.1%,3.7%
E212  (10.55%) (e212-il),38.3,40.6,59.9,58.8,81.7,75.5,108.4,91.7,119.8,101,10.6%,2.5%
E211  (10.96%) (e211-il),37.9,39.2,58.3,57.6,78.9,74.7,106.1,91.7,118.1,100.7,10.9%,2.2%
E210  (13.64%) (e210-il),9.8,30.8,52.7,57.1,78.7,79.6,113,109,140.3,129.5,13.6%,3.7%
E207  (12.04%) (e207-il),30.9,32.9,52.3,53.3,73.8,72.1,102.7,96.1,124.7,112.7,12%,2.5%
E209  (13.72%) (e209-il),29.4,31.2,50.8,51.5,71.8,69.9,100.1,93,121.6,103.7,13.7%,1.6%
E203  (13.64%) (e203-il),32,31.2,54.7,55,78.2,75.9,109.4,101.3,132.4,108.6,13.6%,2.3%
E205  (10.48%) (e205-il),32.6,34.5,53.9,54.9,75.6,74,105.4,98.9,128.3,116.5,10.5%,2.5%
E201  (11.88%) (e201-il),34,33.9,56.7,57,80.4,78.2,112,104.6,135.9,122.5,11.9%,2.6%
E197  (13.49%) (e197-il),29,25.9,52.5,53.2,77.6,75.9,110.7,103.1,135.9,119.9,13.5%,2.8%
E195  (11.82%) (e195-il),32.8,31.8,55.9,56.3,80.1,78.2,112.4,105.2,137.1,124.2,11.8%,2.7%
E193  (10.22%) (e193-il),35.8,35.9,58.7,58.8,82.3,80.3,114.1,107.2,138.9,125.5,10.2%,3%
E186  (10.27%) (e186-il),29.9,31.2,46,45.3,61.9,58.1,79.7,71.1,90.7,73.4,10.2%,0.8%
E184  (8.33%) (e184-il),30.9,31.7,44.4,43.2,58,53.5,73.9,63.9,82.4,67,8.3%,0.8%
E182 (8.47%) (e182-il),32.8,34.1,48.5,47,64.1,58.8,81.9,71.3,92.7,78.2,8.5%,1.2%
E180  (8.59%) (e180-il),35.5,36.2,52.7,51.8,71,66,93.7,82.3,109.3,91.7,8.6%,2%
E178  (8.69%) (e178-il),36.7,37.7,56.3,55.8,77.2,73.5,105,95.1,125.1,108.8,8.7%,2.8%
E176  (8.83%) (e176-il),37.7,38.7,59.1,58.9,81.1,78.4,110.7,103.4,132.9,119.6,8.8%,2.9%
E174  (Dicke 8.92%) (e174-il),38.1,39,61.4,61.4,84.9,83,117.3,110.8,141.9,128.5,8.9%,3.3%
(Dicke 12.28%) (e171-il),29.2,29.3,43.5,41.5,56.9,47.8,65.4,56.8,68.7,68.5,12.3%,0%
E169  (14.4%) (e169-il),16.7,27,39.3,41.7,56.1,55.6,77.7,71.5,92.6,79.6,14.4%,0%
E168  (12.45%) (e168-il),22.6,28,38.4,40.5,53.6,52.8,73,67.9,87,77.6,12.4%,0%
EPPLER 1233 AIRFOIL (e1233-il),15.7,21.2,34,41.5,56.6,58.1,81,81.3,104.9,103.3,18.9%,4.4%
EPPLER 1214 AIRFOIL (e1214-il),3.1,18.6,25.3,36.3,48.4,54,78.3,80.5,105.1,103.9,19.8%,2.1%
EPPLER 1230 AIRFOIL (e1230-il),16.7,24.9,35.8,43.3,56.7,60.9,85.6,86.5,111.2,104.9,17.4%,3.6%
EPPLER E1212MOD AIRFOIL (e1212mod-il),5.8,20.8,28,39.7,51.6,57.6,81.8,84.2,108.4,107.6,17.7%,2.6%
EPPLER 1213 AIRFOIL (e1213-il),11.5,22.3,30.6,39.4,51.7,55.8,79.4,80.2,102.9,101.1,17.4%,2.1%
EPPLER E1212 AIRFOIL (e1212-il),7.1,23.2,32.1,41.9,55.2,59.6,84.7,85.5,109.8,107.5,17.7%,3.2%
EPPLER 1211 AIRFOIL (e1211-il),6,24.2,33.9,44,58.4,62.6,89,89.6,115.4,113.1,18%,4.4%
EPPLER 1210 AIRFOIL (e1210-il),8.9,25.8,35.3,45.9,60.3,65.1,92.2,93.2,119.5,117.1,15.9%,5.2%
EPPLER 1200 AIRFOIL (e1200-il),9.3,23.4,46.9,39.5,69.5,68.2,107.4,96.1,131.8,109.4,16.9%,3.5%
EPPLER 1098 AIRFOIL (e1098-il),5.3,14.1,29.8,24.9,51.9,63.7,117.3,112.5,151.8,139.8,18.9%,3.7%
DU 86-137/25 AIRFOIL (du861372-il),28.9,23.8,33.4,27.1,32.8,35.5,46.7,48.9,58.4,59.9,13.6%,0.3%
DU86-084/18 8.44% (du8608418-il),32.3,31.3,46.9,43.8,63.7,53.8,75.6,59.1,71,70.6,8.5%,1%
DELFT DU84-132V3 AIRFOIL (MEASURED) (du84132v-il),31.4,34.3,53.6,52.5,71.7,62.1,82,75.3,92.6,82.1,13.6%,3.1%
DU 06-W-200  VAWT airfoil (du06-w-200-dt),11,16,32.7,36.1,48.6,51.1,71.5,71.2,90.2,87.4,19.8%,0.5%
DSMA-523B AIRFOIL (dsma523b-il),20.9,20.6,23.3,27.9,29.8,39.3,49.6,60,73.2,77.3,11%,2.4%
DSMA-523A AIRFOIL (dsma523a-il),20.8,18.6,20.6,25.7,27.1,37.4,47.4,59.3,70.3,77.5,11%,2.3%
DRAGONFLY CANARD (drgnfly-il),3.9,5.8,4.7,8.4,8.8,45.8,87.8,104.7,144.6,149.1,19.3%,6.6%
Dormoy (dormoy-il),36.5,36.2,50.4,45.8,57.4,50.7,64.7,62.8,104.1,75.2,9%,2.9%
DORNIER A-5 AIRFOIL (doa5-il),29.9,25.6,41.3,35.4,52,49.2,75.7,59,87.6,68.7,16.2%,2.5%
dh4009sm (dh4009sm-il),19.4,24.2,27.6,31.7,40.3,34.6,48.1,42.1,51.8,53.4,8.9%,0.2%
D.G.A. 1182 (dga1182-il),22.6,20.6,24.2,27.8,29.3,37.5,41.5,47.6,57.6,55.7,7.6%,0.9%
D.G.A. 1138 (dga1138-il),38.1,37.4,54.5,49.2,69.3,57.4,79.8,67.4,86.6,77,6.9%,2.6%
DFVLR R-4 AIRFOIL (dfvlrr4-il),26.7,25.4,33.6,33.8,46.3,47.9,72.9,66.2,87.1,82.9,13.4%,2.1%
DF102 (df102-il),32.7,32.6,49.1,45.5,64.9,56.3,82.1,75.4,93.5,93,11%,2.4%
DF 101 AIRFOIL (df101-il),31.5,34.8,50.5,49.6,68.7,63,90.9,80.5,104.4,96.2,11%,2.3%
DEFIANT CANARD BL145 AIRFOIL (defcnd3-il),25.6,32.7,44.6,46.8,60.8,61.1,85,81.7,103.8,97.2,11.5%,2.4%
DEFIANT CANARD BL110 AIRFOIL (defcnd2-il),8.4,28.3,41.7,47.9,64.5,64.5,89.6,89.6,117.2,115,14.7%,3.8%
DEFIANT CANARD BL20 AIRFOIL (defcnd1-il),3,6.1,4.6,32.3,52.8,60.1,93.7,92.4,124.9,116.6,20.9%,4.5%
SIKORSKY DBLN-526 AIRFOIL (dbln526-il),4.9,10.8,20,19.7,35,31,47.9,41.4,53.3,34.3,26%,4%
Dayton-Wright T-1 (daytonwrightt1-il),20.9,33.4,51.2,50.4,71.4,65.7,95.4,84.5,109.9,103.4,13.4%,4.4%
Dayton-Wright 6 (daytonwright6-il),11,31.1,45.6,49.7,66.8,66.4,92.6,89.6,115.8,111.2,13.6%,4.9%
davissm (davissm-il),45.4,45.7,70.2,69.4,96.5,92.5,131.7,118.8,154.7,128.8,5.9%,5.9%
Davis AIRFOIL (davis-il),22.2,36.4,54,55,76.1,72.1,101.4,91.3,120.8,107,11.3%,3.7%
DAE-51 AIRFOIL (dae51-il),39.3,41,62.6,63.3,87.6,84.6,121.2,110.3,144.4,127.2,9.4%,4%
DAE-31 AIRFOIL (dae31-il),10,25.9,56.4,57.2,91.3,90.8,139.4,128.8,173.7,151.5,11.1%,6.7%
DAE-21 AIRFOIL (dae21-il),7.1,17.1,45.9,50.1,86.3,88.7,136.5,130.4,173.5,158.1,11.8%,6.6%
DAE-11 AIRFOIL (dae11-il),6.4,13.4,31.3,32.6,79,83.4,135.8,132.5,177.3,165,12.8%,6.6%
Curtis C-72 (curtisc72-il),29.9,37.8,54.7,56.5,76.3,73.3,103.4,95.5,121,114.4,11.7%,3.8%
CURTISS CR-1 AIRFOIL (cr1-il),22.7,32.4,54.7,53,79.1,72.9,109.5,89.8,120.9,104.3,12.2%,4.7%
cr001sm (cr001sm-il),41.2,44.2,64.8,64.3,89.3,83.3,120.2,105.2,139.9,119.7,7.3%,4.1%
Cambered plate C=18% T=5% R=0.78 (cp-180-050-gn),16.1,13.5,10.9,15,15,16.7,29.7,29.6,28.9,55.3,5%,16.4%
Cambered plate C=16% T=5% R=0.86 (cp-160-050-gn),16.5,15.1,13.1,21,20.1,21,39.1,37.9,34.2,58.3,5.2%,14.3%
Cambered plate C=14% T=5% R=0.96 (cp-140-050-gn),21.8,17,15.6,24.8,28,25.2,52.3,42.5,34.6,53.9,5.5%,12.2%
Cambered plate C=12% T=5% R=1.1 (cp-120-050-gn),25.2,20.4,19.1,32.4,29.5,27,42.4,39.1,34.6,42.8,6.1%,9.9%
Cambered plate C=10% T=5% R=1.3 (cp-100-050-gn),27.5,23.9,20,31.4,29,30.4,34.9,33.9,38.3,42.8,7%,7.9%
Cambered plate C=8% T=5% R=1.6 (cp-080-050-gn),25.5,24.3,22,30,29.3,30.1,33.5,34.7,37.7,41.2,8.4%,5.3%
Cambered plate C=6% T=5% R=2.11 (cp-060-050-gn),19.6,20.1,21.2,22.4,25,28,26.1,31.4,35.7,35.9,10.8%,2.7%
WACO COOTIE AIRFOIL (cootie-il),36.3,39.7,60.1,62.8,84,83.4,116,107.6,136.9,121.1,8.5%,5.5%
Coanda 3 (coanda3-il),37.1,37.3,55.5,52.6,75.5,67.1,94.6,76,89,80.9,7%,2.9%
Coanda 2 (coanda2-il),37.5,37.1,53.2,48,64.1,49.5,62.7,52.9,58.3,58.9,6%,2.9%
Coanda 1 (coanda1-il),38,37.7,54.3,47.8,60.9,45.4,63.8,51.3,60.5,57.7,5.7%,2.9%
CLARK YM-18 AIRFOIL (clarym18-il),7.6,25.7,43.4,43.3,60.9,56,77.6,73.5,96.9,93.9,18%,3.6%
CLARK Z AIRFOIL (clarkz-il),30.4,36.2,54,55.4,74.8,72.2,100.9,93.5,120.6,109.5,11.8%,4%
CLARK YM-15 AIRFOIL (clarym15-il),12.3,31,47.6,48.7,66.2,62.7,88.9,84.4,109.5,105.1,15%,3.6%
CLARK-Y 11.7% smoothed (clarkysm-il),30,35.3,52.5,53.5,74.4,70.1,101.6,90.2,119.6,106.2,11.7%,3.5%
CLARK YS AIRFOIL (clarkys-il),23.2,31.7,45.7,47,62.2,58.1,76.5,68.3,85.7,80.2,11.7%,2.4%
CLARK YH AIRFOIL (clarkyh-il),29.1,33,47.7,49.2,66,62.3,84,77.7,97.4,89.1,11.9%,2.5%
CLARK Y AIRFOIL (clarky-il),29.6,36.5,53,54.1,73.2,69.7,98.7,90.9,114.8,108.5,11.7%,3.4%
CLARK X AIRFOIL (clarkx-il),32.9,36.4,54.2,55.2,76.2,72.3,103.7,92.8,122.4,107.9,11.7%,3.3%
CLARK W AIRFOIL (clarkw-il),32.2,36.5,53.2,54.1,73.5,69.7,98.7,91.1,116.1,107.5,11.2%,3.7%
CLARK V AIRFOIL (clarkv-il),35.5,36.4,57.6,56.3,80.9,75.2,110.4,95.6,129.4,105.6,11.6%,3.4%
CLARK K AIRFOIL (clarkk-il),32.2,36.4,54.1,54.7,75.7,71.5,102.7,91.3,121.4,104.4,11.7%,3.3%
CHEN AIRFOIL (chen-il),4.2,4.8,4.9,8.7,5.6,19.6,13.6,56.5,125.4,123,12.5%,7.8%
CH10 (smoothed) (ch10sm-il),6.2,12.4,10.9,38.1,73.2,86.2,135.4,132.4,175.2,164,12.8%,10.2%
CAST 10-2/DOA 2 AIRFOIL (cast102-il),32.8,30.3,45.8,43,64,55.6,85.5,66.8,93.9,75.6,12.2%,1.5%
CAP 21   (TraCFoil) (cap21c-il),9.9,14.6,17.1,26,38.4,48.1,74,77.6,97.4,97.4,15.6%,0.6%
LOCKHEED C-5A BL1256 AIRFOIL (c5e-il),31.7,31.3,46.4,42.3,59.6,47.9,67.3,64.5,77.2,81,10.8%,1.4%
LOCKHEED C-5A BL576 AIRFOIL (c5c-il),31.7,30.5,48.2,44.1,67.3,55.2,78.4,62.3,82.7,77.6,11.1%,1.4%
LOCKHEED C-5A BL758.6 AIRFOIL (c5d-il),30.7,31,48.1,44.3,66.7,53.6,75.9,62.3,79.9,78.3,11.1%,1.4%
LOCKHEED C-5A BL0 AIRFOIL (c5a-il),27.2,27.1,41.5,32.5,44.9,40.7,56.8,55.8,68.9,72.3,13.1%,0.7%
LOCKHEED C-5A BL488.2 AIRFOIL (c5b-il),30.4,29.4,46.8,42.6,64.9,50.5,73.8,61.2,78.5,77.1,11.5%,1.2%
LOCKHEED C-141 BL958.89 AIRFOIL (c141f-il),34.6,32.6,50.9,46.1,69.5,59.3,89,70,89.7,86.3,10%,2.3%
LOCKHEED C-141 BL761.11 AIRFOIL (c141e-il),33.4,31.8,49.2,45.7,69.1,59.6,88.4,65.2,88.8,78.6,10.5%,1.8%
LOCKHEED C-141 BL610.61 AIRFOIL (c141d-il),31.5,30.9,47.2,44.5,67,57.5,82.4,65.1,83.6,79.3,10.8%,1.5%
LOCKHEED C-141 BL426.57 AIRFOIL (c141c-il),31.2,30.8,47.7,44.9,66.9,57.4,80.1,62.7,83.5,76.4,11%,1.3%
LOCKHEED C-141 BL113.6 AIRFOIL (c141b-il),29.3,28.3,45.1,42.5,63.1,48.8,69.1,60.7,77.7,73.9,12.6%,1.1%
LOCKHEED C-141 BL0 AIRFOIL (c141a-il),29,27.8,44.6,42,62,47.2,67.7,59.8,76.1,72.8,13%,1.1%
Bergey BW-3  (smoothed) (bw3-il),46.7,46,67.6,58.4,74.7,68.5,88.6,79.3,98.6,89.2,5%,5.7%
RYAN BQM-34 FIREBEE WING AIRFOIL (bqm34-il),27.1,26.5,38.4,34.9,48.2,42.4,56.7,58.3,70.8,72.3,9.9%,0%
BOEING 106 AIRFOIL (boe106-il),29.7,32.5,51.6,52.8,72.1,70.2,98.8,92,118.8,108.2,13.1%,3.3%
BOEING 103 AIRFOIL (boe103-il),32.6,35,53.1,52.1,72,66.6,94.6,81.1,107.9,89,12.7%,3.6%
BE50 (original) (be50-il),38.3,43.1,59.7,59.7,79.8,73.9,102.1,95.4,118.2,110.1,7.3%,4.1%
BE50 (smoothed) (be50sm-il),38.9,43,60.5,59.2,81.2,74.4,104.9,97.8,121.5,115.9,7.3%,4%
Bambino 6 (bambino6-il),32.7,30.2,43.5,36,47.8,36.2,54.6,39.4,73.5,53,12%,2.8%
BOEING BACXXX AIRFOIL (bacxxx-il),31.2,30.8,44,42.7,58.4,55.2,75.2,72.8,90.3,86.5,11.3%,1.4%
BOEING HSNLF AIRFOIL (bacnlf-il),26.1,28.3,35.6,40.4,55.8,53,78.4,64.9,88.3,66.1,10.1%,1.3%
BOEING 737 OUTBOARD AIRFOIL (b737d-il),33.7,34.3,50.9,48.8,68.7,62.3,89.8,71.9,95.3,80.7,10.8%,1.6%
BOEING 737 MIDSPAN AIRFOIL (b737c-il),33,34.1,49.4,47.1,65.1,58.8,84.3,69.7,89.8,79.4,10%,1.5%
BOEING 737 MIDSPAN AIRFOIL (b737b-il),23.6,26.7,34.8,37.8,47.3,51,69.8,71.2,88.7,87.5,12.5%,0.8%
BOEING 737 ROOT AIRFOIL (b737a-il),16.4,19.4,23.9,30.3,38.5,46.9,67.7,68.3,85.7,79.3,15.4%,0.2%
BOEING 707 .99 SPAN AIRFOIL (b707e-il),37,35.7,53.9,48.5,67.7,53.6,65.5,64.1,77.7,75.8,9%,1.8%
BOEING 707 .54 SPAN AIRFOIL (b707d-il),36.7,35.8,53.9,47.8,70.3,52.3,80.1,62.3,75.9,76.9,9%,1.8%
BOEING 707 .40 SPAN AIRFOIL (b707c-il),33.7,30.1,42.4,34.3,43.2,43.4,61.9,58.1,73.1,61.6,9.6%,1.9%
BOEING 707 .19 SPAN AIRFOIL (b707b-il),24.7,22.6,30,31.2,39.1,40.3,60.9,54.9,67,62.7,12.1%,0.7%
BOEING 707 .08 SPAN AIRFOIL (b707a-il),16.3,20.7,26.4,32.2,43.1,43.6,59.1,52.4,64.4,59.4,11.4%,0.2%
BELL 540 AIRFOIL (MODIFIED NACA 0012) (b540ols-il),21.3,24.9,31.5,34.1,42.5,44.9,59.4,62.1,74.8,76.5,9.7%,0%
B-29 TIP AIRFOIL (b29tip-il),34.1,34.8,51.1,50.9,68.8,66.4,91.4,84.3,106.1,90,9%,2.2%
AVISTAR (avistar-il),30.5,31.1,49.1,46.7,63.9,59.4,81.6,72,93.6,71.4,14.5%,2.3%
B-29 ROOT AIRFOIL (b29root-il),2.4,8.5,13.8,34.6,58.2,52.8,77.9,68.8,90.5,83.2,22%,1.7%
AUGUST 160 (august160-il),4.7,17.3,20.8,34.7,42.5,56.1,82.1,90.3,117.2,120.2,16%,5.4%
Smoothed ATR airfoil coordinates obtained  using AFSMO (Harry Morgan's NASA smoothing program) (atr72sm-il),20.5,25.8,33.3,39.1,48.9,55.4,77.7,81.6,104.4,105.2,14.5%,2.9%
AS5048 (18%) (as5048-il),25,23.6,41.2,40.4,59.9,56.3,81.4,71,96.5,79.8,18%,0.8%
AS5046 (16%) (as5046-il),28.2,28.1,42.2,42.3,58.1,55.4,77.7,69.7,90.8,83.5,16%,0.7%
AS5045 (15%) (as5045-il),30,29.2,44,43.5,59.5,56.6,79.4,70.3,92.5,81.9,15%,1%
ARA-D 6% AIRFOIL (arad6-il),46,45.8,68.9,66.6,93,86,122.5,105.6,139.7,106,6%,5%
ARA-D 20% AIRFOIL (arad20-il),9.7,18.2,24.8,38.6,52,56.7,79.9,80.1,101.1,98.5,20%,3.8%
ARA-D 13% AIRFOIL (arad13-il),25.7,31.8,41.8,44.5,56.1,58.4,78.6,79.4,97.9,96.4,13%,3.6%
ARA-D 10% AIRFOIL (arad10-il),34.7,36.7,51.3,49.5,66.2,61.7,82.1,82.3,100.6,98.7,10%,4%
AQUILA 9.3% smoothed (aquilasm-il),25.3,37,51.6,56.4,74.7,75,104.8,99.6,127.1,118.5,9.4%,4%
Apex 16 (normalized using XFOIL date021206) (apex16-il),34,32.6,56.1,54.4,81.4,76.8,112.6,92.3,123.6,99.4,12.9%,2.4%
RUTAN WING AIRFOIL (amsoil2-il),25.9,25.3,38.7,35.4,48.9,42.8,56.9,61.7,74.9,77.4,11.8%,1%
NASA/AMES A-03 AIRFOIL (ames03-il),27.5,27.6,34.4,39.6,50.9,53.3,72.7,70.9,87.8,83.4,10%,1.2%
RUTAN CANARD AIRFOIL (amsoil1-il),33,31.9,48.6,46.8,67.5,59.9,86.2,68.1,93,81.1,11.6%,2.1%
NASA/AMES A-02 AIRFOIL (ames02-il),24.5,22.8,31.7,31.2,37.3,41.9,54.4,58.7,69.6,72.8,7.7%,0.5%
AH 95-160 (ah95160-il),5.7,12.8,23.9,24.8,65.4,73.7,130.3,128.1,173.1,163.2,16%,5.6%
NASA/AMES A-01 AIRFOIL (ames01-il),25.9,27.8,35,40.7,53.3,55.3,76.5,74.6,93.1,88.5,10.3%,1.4%
AH 94-W-301 (ah94w301-il),3.3,4.2,6.6,23.4,41.7,49.2,77.5,76.9,103,99,30.1%,1.3%
AH 94-156 (ah94156-il),6.3,16.7,40.2,36.3,72.8,64.4,103.2,95.2,125.1,115.4,15.6%,3.6%
AH 94-145 (ah94145-il),6.4,14.8,28,30.6,75.7,81.3,135.6,132.4,177.4,164.4,14.6%,5.6%
AH 93-W-300 (ah93w300-il),4.2,5.4,17.9,27.3,42.2,41,61.4,58.7,80.4,74.8,30%,1.6%
AH 93-W-480B (ah93w480b-il),7.4,11.2,18.3,20.6,21.4,22.2,24.9,23.7,28,26.6,47.8%,3.6%
AH 93-W-257 (ah93w257-il),2.9,6.5,13.6,23.5,49.6,58.3,92.5,92.7,120.7,114.2,25.7%,2.1%
AH 93-W-215 (ah93w215-il),2.7,6.4,6.2,27.1,57.6,58.8,93.8,79.2,111.4,97.3,21.2%,3.1%
AH 93-W-174 (ah93w174-il),4.7,11.6,8.5,33,65.5,71.1,113.6,112.5,148.4,138.4,17.4%,3.9%
AH 93-W-145 (ah93w145-il),6.2,18.7,41.9,49.3,79.3,80.3,120.2,116.3,151.3,139.9,14.5%,3.9%
AH 93-K-132/15 (ah93k132-il),25.8,22.8,42.5,40,73.4,71.7,114.6,99.1,134.6,103.4,13.2%,3.5%
AH 93-K-130/15 (ah93k130-il),25.1,22.6,42.4,40.7,75.6,73.5,114.8,104.5,136.6,108.9,13.1%,3.5%
AH 93-157 (ah93157-il),4.7,14.4,40,37.5,74.9,66.2,100.4,92,120.6,112.2,15.7%,3.5%
AH 93-156 (ah93156-il),4.8,15.6,39,35.5,72.1,64.7,103.1,94.1,125,114.9,15.7%,3.7%
AH 88-K-136/16 (ah88k136-il),21.1,21.8,40.4,38.7,73.3,72.3,113.3,87.1,113.6,95.7,13.5%,3%
AH 88-K-130/20 (ah88k130-il),23.2,23.9,42.5,43,80.4,79,121.2,113.7,147.2,136.2,13%,3.9%
AH 83-159 (ah83159-il),17.1,15.5,31.4,29,64.5,63.5,106.2,105.5,136.8,133.8,15.9%,3.8%
AH 83-150 Q (ah83150q-il),6.7,15.9,39.6,35.4,73.9,71.7,109.7,102.2,134.7,122.8,15%,4.1%
AH 82-150 F (ah82150f-il),17.6,19.4,34.6,33.5,58.2,53.1,95.7,99.2,135.6,133.8,15%,3.6%
AH 93-K-131/15 (ah93k131-il),25,22,42.3,40.3,76,74.3,115.7,105.5,138.3,111.4,13.1%,3.6%
AH 63-K-127/24 (ah63k127-il),25.4,23,43.4,44.8,83.2,81.8,127.5,115.4,152.3,137.8,12.7%,3.8%
AH21 9% version (Andrew Hollom) (ah21-9-il),34.2,34.5,51.1,49,73.5,65,103.2,78.4,113.5,79.6,7%,1.8%
AH21 7% version (Andrew Hollom) (ah21-7-il),35.6,35.6,55.4,51.6,78.1,69.8,111.5,82.9,119.7,84.7,9%,2.3%
AG47ct  -02f rot. (ag47ct02r-il),30.5,30.3,41.9,38.9,52.1,49.6,65.4,66.7,80.8,80.9,5%,1.2%
AG47c -03f (ag47c03-il),30.3,30.7,42.3,39.3,53,49.3,65.2,66.6,80.3,80.7,5.1%,1.3%
AG46ct  -02f rot. (ag46ct02r-il),30.8,33.3,44.5,44.4,58.2,55.7,74.9,72.5,88.6,86.2,6.1%,1.6%
AG46c -03f (ag46c03-il),30.8,33.3,44.5,44.2,58.1,55.6,74.6,72.5,88.5,86,6%,1.9%
AG45ct -02f (ag45ct02r-il),30.3,34.3,45.3,46.8,60.6,59.4,80.5,76.1,94.6,89.1,6.9%,1.8%
AG45c -03f (ag45c03-il),29.7,34.9,46,47.9,62.4,61,83,78.1,97.4,91.2,6.9%,2%
AG455ct -02f rot. (ag455ct02r-il),30.5,34,44.7,46,59.5,58.3,78.7,75.2,92.9,88.6,6.5%,1.8%
AG44ct -02f (ag44ct02r-il),30.6,34.6,45.7,47.4,61.2,60.6,82.1,78.2,97.2,91.4,7.3%,1.9%
AG27 Bubble Dancer DLG by Mark Drela (ag27-il),37.8,39.6,55.1,53,71.7,65.3,91.3,81.1,103.4,95.4,6.1%,2.6%
AG38 (ag38-il),34.2,36,49.1,48.4,64,59.3,81.3,73.5,92,85.8,7%,2%
AG25 Bubble Dancer DLG by Mark Drela (ag25-il),35.9,38.9,53.6,53.1,70.9,66.6,92.1,84,106.5,97,7.6%,2.4%
AG36 (ag36-il),32.7,36.9,50.2,51,67.5,64.3,88.9,81,103,93,8.2%,2.3%
AG24 Bubble Dancer DLG by Mark Drela (ag24-il),34.7,38.3,52.6,52.7,70.1,66.5,92.1,83.9,107.1,96.8,8.4%,2.2%
AG37 (ag37-il),32.9,36.4,49.3,49.8,65.3,62.5,85.2,78.6,98.9,89.7,7.7%,2.1%
AG35 (ag35-il),32.3,36.9,50.5,51.6,68.5,65.3,90.8,82.2,105.2,95.3,8.7%,2.3%
AG26 Bubble Dancer DLG by Mark Drela (ag26-il),36.8,39.4,54.5,53.2,71.6,65.9,91.8,83,104.7,96,6.8%,2.5%
AG19 (ag19-il),36.3,37.1,51.7,48.6,66.1,60.4,81.7,77.2,95.4,90.9,5.4%,2.2%
AG18 (ag18-il),35.5,36.7,50.8,48.5,65.1,60.3,81.8,77,95.4,90.1,5.9%,2.2%
AG16 (ag16-il),33.5,36,48.6,48.4,63.6,60.3,82.4,76.3,95.3,88.4,7.1%,1.9%
AG13 (ag13-il),34.2,35.6,48.2,47.3,62.1,59,79.9,75.2,92.9,88.2,5.8%,2%
AG12 (ag12-il),33.2,35.1,47.1,47,61.4,58.7,79.6,74.6,92.6,87.1,6.2%,1.8%
AG11 (ag11-il),33,34.6,46.7,46.1,59.9,58.1,77.8,75.7,91.8,91,5.8%,2.2%
AG10 (ag10-il),31.2,31,41.2,41.7,52.6,52.7,69.8,67.5,81.9,79.6,4.7%,1.7%
